metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,record: quarto cat,record: summary,record: updated,publisher: institution,publisher: unit,publisher: department,location: settlement,location: institution,location: repository,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
MS_Canon_Pat_Lat_133_record_1,manuscript_3705,Canon_Pat_Lat,MS_Canon_Pat_Lat_133,MS. Canon. Pat. Lat. 133,manuscript,,MS_Canon_Pat_Lat_133,ark:29072/x09p290994jj,ark:29072/x0d217qp7139,19119.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1966). Quarto Catalogue, col. 368 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 368; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_134_record_1,manuscript_3706,Canon_Pat_Lat,MS_Canon_Pat_Lat_134,MS. Canon. Pat. Lat. 134,manuscript,,MS_Canon_Pat_Lat_134,ark:29072/x09s161677vd,ark:29072/x06682x455rd,19120.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1973). Quarto Catalogue, col. 368 Quarto Catalogue, col. 369 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 368; Quarto Catalogue, col. 369; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_135_record_1,manuscript_3707,Canon_Pat_Lat,MS_Canon_Pat_Lat_135,MS. Canon. Pat. Lat. 135,manuscript,,MS_Canon_Pat_Lat_135,ark:29072/x09w0323615g,ark:29072/x0t435gc34vq,19121.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 370 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 370; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_136_record_1,manuscript_3708,Canon_Pat_Lat,MS_Canon_Pat_Lat_136,MS. Canon. Pat. Lat. 136,manuscript,,MS_Canon_Pat_Lat_136,ark:29072/x09z903044gx,ark:29072/x0vx021d34ff,19122.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 370 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 370; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_137_record_1,manuscript_3709,Canon_Pat_Lat,MS_Canon_Pat_Lat_137,MS. Canon. Pat. Lat. 137,manuscript,,MS_Canon_Pat_Lat_137,ark:29072/x0b2773w27sj,ark:29072/x09k41zd889t,19123.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 370 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 370; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_138_record_1,manuscript_3710,Canon_Pat_Lat,MS_Canon_Pat_Lat_138,MS. Canon. Pat. Lat. 138,manuscript,,MS_Canon_Pat_Lat_138,ark:29072/x0b5644s113m,ark:29072/x0xd07gr8451,19124.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 370 Quarto Catalogue, col. 371 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 370; Quarto Catalogue, col. 371; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/f262fb0b-c206-415a-b475-58d3976a1ee9/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/f262fb0b-c206-415a-b475-58d3976a1ee9.json,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 398",,,,,
MS_Canon_Pat_Lat_139_record_1,manuscript_3711,Canon_Pat_Lat,MS_Canon_Pat_Lat_139,MS. Canon. Pat. Lat. 139,manuscript,,MS_Canon_Pat_Lat_139,ark:29072/x0b8515n94d9,ark:29072/x0n870zq52n6,19125.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 371 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 371; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/7cfd9419-1c49-4f5b-9c0e-0bac1893d0b3/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/7cfd9419-1c49-4f5b-9c0e-0bac1893d0b3.json,,,,,,
MS_Canon_Pat_Lat_140_record_1,manuscript_3713,Canon_Pat_Lat,MS_Canon_Pat_Lat_140,MS. Canon. Pat. Lat. 140,manuscript,,MS_Canon_Pat_Lat_140,ark:29072/x0bg257f6114,ark:29072/x0pr76f302c9,19126.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, cols. 371–2 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, cols. 371–2; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_141_record_1,manuscript_3714,Canon_Pat_Lat,MS_Canon_Pat_Lat_141,MS. Canon. Pat. Lat. 141,manuscript,,MS_Canon_Pat_Lat_141,ark:29072/x0bk128b44b0,ark:29072/x0r494vj68nd,19127.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 372 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 372; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_142_record_1,manuscript_3715,Canon_Pat_Lat,MS_Canon_Pat_Lat_142,MS. Canon. Pat. Lat. 142,manuscript-composite,MS. Canon. Pat. Lat. 142 – Part 1 MS. Canon. Pat. Lat. 142 – Part 2,MS_Canon_Pat_Lat_142,ark:29072/x0bn999727nb,ark:29072/x0df65v80492,19128.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Part 1: decoration, localization and date follow Pächt and Alexander (1970). Binding: B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020). Quarto Catalogue, col. 372 Summary Catalogue, vol. 4, p. 329","B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020).; Quarto Catalogue, col. 372; Summary Catalogue, vol. 4, p. 329",2020-08-26,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_143_record_1,manuscript_3716,Canon_Pat_Lat,MS_Canon_Pat_Lat_143,MS. Canon. Pat. Lat. 143,manuscript,,MS_Canon_Pat_Lat_143,ark:29072/x0br86b410z2,ark:29072/x0vh53wv016v,19129.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 372 Quarto Catalogue, col. 373 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 372; Quarto Catalogue, col. 373; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 2: Office Books (typescript, 1957), p. 163a",,,,,
MS_Canon_Pat_Lat_144_record_1,manuscript_3717,Canon_Pat_Lat,MS_Canon_Pat_Lat_144,MS. Canon. Pat. Lat. 144,manuscript,,MS_Canon_Pat_Lat_144,ark:29072/x0bv73c09483,ark:29072/x0w9504z67r1,19130.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 373 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 373; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/3d24c615-bf6d-452c-9929-4f3d404d8815/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/3d24c615-bf6d-452c-9929-4f3d404d8815.json,,,,,,
MS_Canon_Pat_Lat_145_record_1,manuscript_3718,Canon_Pat_Lat,MS_Canon_Pat_Lat_145,MS. Canon. Pat. Lat. 145,manuscript-composite,MS. Canon. Pat. Lat. 145 – Part 1 MS. Canon. Pat. Lat. 145 – Part 2,MS_Canon_Pat_Lat_145,ark:29072/x0bz60cw77kq,ark:29072/x0dv13zt37ht,19131.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, cols. 373–4 Quarto Catalogue, cols. 375–6 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, cols. 373–4; Quarto Catalogue, cols. 375–6; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 2: Office Books (typescript, 1957), p. 177",,,,,
MS_Canon_Pat_Lat_146_record_1,manuscript_3719,Canon_Pat_Lat,MS_Canon_Pat_Lat_146,MS. Canon. Pat. Lat. 146,manuscript,,MS_Canon_Pat_Lat_146,ark:29072/x0c247ds60wf,ark:29072/x05x21tg05t6,19132.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1966). Quarto Catalogue, col. 376 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 376; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_147_record_1,manuscript_3720,Canon_Pat_Lat,MS_Canon_Pat_Lat_147,MS. Canon. Pat. Lat. 147,manuscript,,MS_Canon_Pat_Lat_147,ark:29072/x0c534fp446n,ark:29072/x0jm214p0385,19133.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 376 Quarto Catalogue, col. 377 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 376; Quarto Catalogue, col. 377; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_148_record_1,manuscript_3721,Canon_Pat_Lat,MS_Canon_Pat_Lat_148,MS. Canon. Pat. Lat. 148,manuscript,,MS_Canon_Pat_Lat_148,ark:29072/x0c821gk27hh,ark:29072/x044558f0671,19134.0,,,,"Description adapted (2025) from the following sources: A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 399 Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 34 H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854 Quarto Catalogue, col. 377 Summary Catalogue, vol. 4, p. 329","A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 399 ; Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 34; H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854; Quarto Catalogue, col. 377; Summary Catalogue, vol. 4, p. 329",2025-07-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/74125425-04fb-456a-9075-d0fb3b5faab1/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/74125425-04fb-456a-9075-d0fb3b5faab1.json,"A. Watson, Catalogue of Dated and Datable Manuscripts in Oxford Libraries (1984), no. 399",,,,,
MS_Canon_Pat_Lat_149_record_1,manuscript_3722,Canon_Pat_Lat,MS_Canon_Pat_Lat_149,MS. Canon. Pat. Lat. 149,manuscript,,MS_Canon_Pat_Lat_149,ark:29072/x0cc08hg10t4,ark:29072/x0jd472w36q0,19135.0,,,,"Description adapted (2025) from the following sources: Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 44 H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854 Quarto Catalogue, col. 377 Summary Catalogue, vol. 4, p. 329","Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library Oxford, II (1970), no. 44; H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854; Quarto Catalogue, col. 377; Summary Catalogue, vol. 4, p. 329",2025-07-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_150_record_1,manuscript_3724,Canon_Pat_Lat,MS_Canon_Pat_Lat_150,MS. Canon. Pat. Lat. 150,manuscript,,MS_Canon_Pat_Lat_150,ark:29072/x0cj82k777fm,ark:29072/x04f16c35645,19136.0,,,,"H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854 S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 2: Office Books (typescript, 1957), p. 155 Pächt and Alexander (1970). Quarto Catalogue, cols. 377–8 Summary Catalogue, vol. 4, p. 329","H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854; S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 2: Office Books (typescript, 1957), p. 155; Pächt and Alexander (1970).; Quarto Catalogue, cols. 377–8; Summary Catalogue, vol. 4, p. 329",2024-05-01,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 2: Office Books (typescript, 1957), p. 155",,,,,
MS_Canon_Pat_Lat_151_record_1,manuscript_3725,Canon_Pat_Lat,MS_Canon_Pat_Lat_151,MS. Canon. Pat. Lat. 151,manuscript,,MS_Canon_Pat_Lat_151,ark:29072/x0cn69m460r7,ark:29072/x0c247ds37wx,19137.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 378 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 378; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_152_record_1,manuscript_3726,Canon_Pat_Lat,MS_Canon_Pat_Lat_152,MS. Canon. Pat. Lat. 152,manuscript,,MS_Canon_Pat_Lat_152,ark:29072/x0cr56n1442f,ark:29072/x0v118rc84qn,19138.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 378 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 378; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_153_record_1,manuscript_3727,Canon_Pat_Lat,MS_Canon_Pat_Lat_153,MS. Canon. Pat. Lat. 153,manuscript,,MS_Canon_Pat_Lat_153,ark:29072/x0cv43nx27c2,ark:29072/x0v118rc84p8,19139.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1966). Quarto Catalogue, col. 379 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 379; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_154_record_1,manuscript_3728,Canon_Pat_Lat,MS_Canon_Pat_Lat_154,MS. Canon. Pat. Lat. 154,manuscript,,MS_Canon_Pat_Lat_154,ark:29072/x0cz30pt10ps,ark:29072/x0xk81jj50rt,19140.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 379 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 379; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_155_record_1,manuscript_3729,Canon_Pat_Lat,MS_Canon_Pat_Lat_155,MS. Canon. Pat. Lat. 155,manuscript,,MS_Canon_Pat_Lat_155,ark:29072/x0d217qp940t,ark:29072/x08k71nh556s,19141.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, cols. 379–80 Quarto Catalogue, cols. 381–2 Quarto Catalogue, col. 383 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, cols. 379–80; Quarto Catalogue, cols. 381–2; Quarto Catalogue, col. 383; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_156_record_1,manuscript_3730,Canon_Pat_Lat,MS_Canon_Pat_Lat_156,MS. Canon. Pat. Lat. 156,manuscript,,MS_Canon_Pat_Lat_156,ark:29072/x0d504rk779p,ark:29072/x0m326m15300,19142.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, cols. 383–4 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, cols. 383–4; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/845ad981-f259-42cb-9669-43b1f033c8c6/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/845ad981-f259-42cb-9669-43b1f033c8c6.json,,,,,,
MS_Canon_Pat_Lat_157_record_1,manuscript_3731,Canon_Pat_Lat,MS_Canon_Pat_Lat_157,MS. Canon. Pat. Lat. 157,manuscript,,MS_Canon_Pat_Lat_157,ark:29072/x0d791sg60m0,ark:29072/x0tq57nq34s1,19143.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 384 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 384; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Canon_Pat_Lat_158_record_1,manuscript_3732,Canon_Pat_Lat,MS_Canon_Pat_Lat_158,MS. Canon. Pat. Lat. 158,manuscript,,MS_Canon_Pat_Lat_158,ark:29072/x0db78tc43xr,ark:29072/x0t435gc34w3,19144.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1966), with additional reference to published literature as cited in the description. Binding: B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020). Quarto Catalogue, col. 384 Summary Catalogue, vol. 4, p. 329","B. C. Barker-Benfield, Bookbindings of Canonici manuscripts : a survey of early and non-standard bindings, mostly Italian, in the Canonici collection of the Bodleian Library, University of Oxford (Oxford, privately printed, 2020).; Quarto Catalogue, col. 384; Summary Catalogue, vol. 4, p. 329",2020-08-26,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/70a2327f-975d-4c1e-bbce-d00f7744c501/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/70a2327f-975d-4c1e-bbce-d00f7744c501.json,,,,,,
MS_Canon_Pat_Lat_159_record_1,manuscript_3733,Canon_Pat_Lat,MS_Canon_Pat_Lat_159,MS. Canon. Pat. Lat. 159,manuscript,,MS_Canon_Pat_Lat_159,ark:29072/x0df65v8277z,ark:29072/x0tm70mt51fw,19145.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Decoration, localization and date follow Pächt and Alexander (1970). Quarto Catalogue, col. 385 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 385; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/43985bb0-0f8b-4439-a665-e467ea79a7d4/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/43985bb0-0f8b-4439-a665-e467ea79a7d4.json,,,,,,
MS_Canon_Pat_Lat_160_record_1,manuscript_3735,Canon_Pat_Lat,MS_Canon_Pat_Lat_160,MS. Canon. Pat. Lat. 160,manuscript,,MS_Canon_Pat_Lat_160,ark:29072/x0dn39x193v8,ark:29072/x0mg74qk8683,19146.0,,,,"Summary description abbreviated from the Quarto Catalogue (H. O. Coxe, Catalogi codicum manuscriptorum Bibliothecæ Bodleianæ pars tertia codices Græcos et Latinos Canonicianos complectens, Quarto Catalogues III, 1854). Quarto Catalogue, col. 385 Summary Catalogue, vol. 4, p. 329","Quarto Catalogue, col. 385; Summary Catalogue, vol. 4, p. 329",2018-10-14,True,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
